T,T1,code,name,boards_T,theme,fb,amount_yi,yizi,open_pct_T1,touched,sealed,zhaban,cont,dead_h,down_h,group_size,group_key
2025-11-10,2025-11-11,002083,孚日股份,3,锂电池,7,1.56,True,10.39,True,True,False,True,9,3,1,2025-11-10|3板|锂电池
2025-11-10,2025-11-11,300437,清水源,3,化工,3,13.46,False,-1.53,False,False,False,False,9,3,2,2025-11-10|3板|化工
2025-11-10,2025-11-11,600939,重庆建工,3,重庆市,0,4.5,False,2.97,True,False,True,False,9,3,1,2025-11-10|3板|重庆市
2025-11-14,2025-11-17,002083,孚日股份,7,锂电池,6,0.74,True,10.29,True,True,False,True,8,7,1,2025-11-14|7板|锂电池
2025-11-18,2025-11-19,601566,九牧王,5,海峡两岸,0,3.03,True,4.01,True,True,False,True,8,5,1,2025-11-18|5板|海峡两岸
2025-11-21,2025-11-24,000017,深中华A,3,黄金,0,0.94,True,-0.22,False,False,False,False,7,3,1,2025-11-21|3板|黄金
2025-11-21,2025-11-24,000859,国风新材,3,芯片,1,26.05,False,0.92,True,True,False,True,7,3,1,2025-11-21|3板|芯片
2025-11-21,2025-11-24,603216,梦天家居,3,地产链,2,5.64,False,1.34,True,True,False,True,7,3,1,2025-11-21|3板|地产链
2025-11-25,2025-11-26,000070,特发信息,3,算力,1,8.6,False,7.91,True,True,False,True,7,3,1,2025-11-25|3板|算力
2025-11-25,2025-11-26,002264,新华都,3,人工智能,7,0.38,True,9.99,True,True,False,True,7,3,2,2025-11-25|3板|人工智能
2025-11-25,2025-11-26,001296,长江材料,3,3D打印,0,2.58,False,-4.3,True,False,True,False,7,3,1,2025-11-25|3板|3D打印
2025-11-25,2025-11-26,688227,品高股份,3,芯片,6,6.94,False,9.1,False,False,False,False,7,3,1,2025-11-25|3板|芯片
2025-11-26,2025-11-27,600734,实达集团,5,人工智能,5,2.71,True,-7.48,False,False,False,False,5,5,1,2025-11-26|5板|人工智能
2025-11-27,2025-11-28,000952,广济药业,4,流感,1,11.86,False,-5.95,False,False,False,False,5,4,1,2025-11-27|4板|流感
2025-11-27,2025-11-28,003018,金富科技,4,通信,1,0.98,True,10.03,True,True,False,True,5,4,1,2025-11-27|4板|通信
2025-12-03,2025-12-04,603327,福蓉科技,3,端侧AI,0,21.82,False,-8.42,False,False,False,False,7,3,1,2025-12-03|3板|端侧AI
2025-12-04,2025-12-05,002300,太阳电缆,3,海峡两岸,1,1.42,True,-0.96,True,True,False,True,6,3,1,2025-12-04|3板|海峡两岸
2025-12-04,2025-12-05,603696,安记食品,3,食品饮料,0,8.17,False,-2.03,True,True,False,True,6,3,1,2025-12-04|3板|食品饮料
2025-12-10,2025-12-11,000905,厦门港务,4,海峡两岸,0,22.89,False,2.7,False,False,False,False,6,4,1,2025-12-10|4板|海峡两岸
2025-12-10,2025-12-11,600693,东百集团,4,零售,3,0.6,True,5.31,True,True,False,True,6,4,1,2025-12-10|4板|零售
2025-12-11,2025-12-12,603601,再升科技,4,商业航天,7,6.78,False,4.44,True,True,False,True,6,4,1,2025-12-11|4板|商业航天
2025-12-12,2025-12-15,000890,法尔胜,2,通信,1,3.18,False,10.05,True,True,False,True,5,2,1,2025-12-12|2板|通信
2025-12-12,2025-12-15,001208,华菱线缆,2,商业航天,13,0.86,True,10.02,True,True,False,True,5,2,4,2025-12-12|2板|商业航天
2025-12-12,2025-12-15,002471,中超控股,2,燃气轮机,9,10.06,False,9.98,True,True,False,True,5,2,1,2025-12-12|2板|燃气轮机
2025-12-12,2025-12-15,002639,雪人集团,2,核电,6,32.23,False,10.02,True,True,False,True,5,2,1,2025-12-12|2板|核电
2025-12-12,2025-12-15,600865,百大集团,2,零售,0,6.69,False,-2.44,True,True,False,True,5,2,1,2025-12-12|2板|零售
2025-12-12,2025-12-15,600936,广西广电,2,机器人概念,1,6.57,False,1.7,True,True,False,True,5,2,1,2025-12-12|2板|机器人概念
2025-12-12,2025-12-15,603929,亚翔集成,2,芯片,6,7.07,False,0.0,False,False,False,False,5,2,1,2025-12-12|2板|芯片
2025-12-16,2025-12-17,000890,法尔胜,4,通信,0,1.58,True,-9.56,True,False,True,False,6,4,1,2025-12-16|4板|通信
2025-12-16,2025-12-17,001208,华菱线缆,4,商业航天,5,14.05,False,0.15,True,False,True,False,6,4,1,2025-12-16|4板|商业航天
2025-12-16,2025-12-17,600865,百大集团,4,零售,6,1.23,True,10.01,True,True,False,True,6,4,1,2025-12-16|4板|零售
2025-12-19,2025-12-22,002188,中天服务,3,地产链,4,3.02,False,10.04,True,False,True,False,6,3,1,2025-12-19|3板|地产链
2025-12-19,2025-12-22,002788,鹭燕医药,3,医药,1,0.49,True,4.51,True,True,False,True,6,3,1,2025-12-19|3板|医药
2025-12-19,2025-12-22,002910,庄园牧场,3,食品饮料,2,5.47,False,0.29,True,True,False,True,6,3,1,2025-12-19|3板|食品饮料
2025-12-19,2025-12-22,603585,苏利股份,3,农业,2,6.05,False,-4.42,False,False,False,False,6,3,1,2025-12-19|3板|农业
2025-12-22,2025-12-23,002788,鹭燕医药,4,医药,0,17.02,False,1.07,True,True,False,True,4,4,1,2025-12-22|4板|医药
2025-12-22,2025-12-23,002910,庄园牧场,4,食品饮料,1,5.05,False,6.39,False,False,False,False,4,4,1,2025-12-22|4板|食品饮料
2025-12-24,2025-12-25,603163,圣晖集成,3,洁净室,1,2.9,False,2.41,True,True,False,True,5,3,2,2025-12-24|3板|洁净室
2025-12-24,2025-12-25,002228,合兴包装,3,海峡两岸,8,5.46,False,10.08,True,True,False,True,5,3,2,2025-12-24|3板|海峡两岸
2025-12-24,2025-12-25,600179,安通控股,3,海南,1,15.5,False,9.06,True,True,False,True,5,3,1,2025-12-24|3板|海南
2025-12-30,2025-12-31,002931,锋龙股份,5,机器人概念,12,0.04,True,9.99,True,True,False,True,12,5,1,2025-12-30|5板|机器人概念
2025-12-30,2025-12-31,603278,大业股份,5,商业航天,6,4.06,False,9.94,True,True,False,True,12,5,1,2025-12-30|5板|商业航天
2026-01-08,2026-01-09,002931,锋龙股份,10,机器人概念,3,0.76,True,10.0,True,True,False,True,14,10,1,2026-01-08|10板|机器人概念
2026-01-14,2026-01-15,002115,三维通信,4,人工智能,25,1.49,True,7.2,False,False,False,False,13,4,4,2026-01-14|4板|人工智能
2026-01-15,2026-01-16,002218,拓日新能,2,商业航天,1,3.44,False,10.0,True,False,True,False,5,2,2,2026-01-15|2板|商业航天
2026-01-15,2026-01-16,600410,华胜天成,2,人工智能,1,8.75,True,-1.97,False,False,False,False,5,2,2,2026-01-15|2板|人工智能
2026-01-15,2026-01-16,605287,德才股份,2,基础建设,0,4.57,False,0.0,False,False,False,False,5,2,1,2026-01-15|2板|基础建设
2026-01-19,2026-01-20,002931,锋龙股份,14,机器人概念,10,2.18,True,10.0,True,True,False,True,5,14,1,2026-01-19|14板|机器人概念
2026-01-26,2026-01-27,000593,德龙汇能,2,天然气,1,7.86,False,1.64,False,False,False,False,18,2,1,2026-01-26|2板|天然气
2026-01-26,2026-01-27,600531,豫光金铅,2,黄金,9,2.01,True,7.3,True,True,False,True,18,2,5,2026-01-26|2板|黄金
2026-01-26,2026-01-27,002218,拓日新能,2,光伏,1,1.27,True,2.5,True,True,False,True,18,2,3,2026-01-26|2板|光伏
2026-01-26,2026-01-27,002667,威领股份,2,锂电池,0,2.43,False,-2.01,False,False,False,False,18,2,1,2026-01-26|2板|锂电池
2026-01-26,2026-01-27,003042,中农联合,2,农业,0,5.65,False,-8.29,True,True,False,True,18,2,1,2026-01-26|2板|农业
2026-01-26,2026-01-27,600986,浙文互联,2,人工智能,2,63.67,False,6.94,False,False,False,False,18,2,1,2026-01-26|2板|人工智能
2026-01-26,2026-01-27,688323,瑞华泰,2,商业航天,2,8.31,False,-3.57,False,False,False,False,18,2,1,2026-01-26|2板|商业航天
2026-01-30,2026-02-02,000995,皇台酒业,2,酿酒,0,6.73,False,-4.33,True,True,False,True,8,2,2,2026-01-30|2板|酿酒
2026-01-30,2026-02-02,002995,天地在线,2,人工智能,4,19.15,False,1.45,False,False,False,False,8,2,1,2026-01-30|2板|人工智能
2026-01-30,2026-02-02,603103,横店影视,2,文化传媒,0,3.1,False,10.0,True,True,False,True,8,2,1,2026-01-30|2板|文化传媒
2026-01-30,2026-02-02,603172,万丰股份,2,化工,3,0.38,True,9.99,True,True,False,True,8,2,1,2026-01-30|2板|化工
2026-02-02,2026-02-03,000995,皇台酒业,3,酿酒,1,10.5,False,-1.71,True,True,False,True,5,3,1,2026-02-02|3板|酿酒
2026-02-02,2026-02-03,603103,横店影视,3,文化传媒,0,0.75,True,10.02,True,True,False,True,5,3,1,2026-02-02|3板|文化传媒
2026-02-02,2026-02-03,603172,万丰股份,3,化工,0,1.49,True,10.0,True,True,False,True,5,3,1,2026-02-02|3板|化工
2026-02-04,2026-02-05,000533,顺钠股份,3,智能电网,3,10.43,False,0.45,False,False,False,False,4,3,1,2026-02-04|3板|智能电网
2026-02-05,2026-02-06,600683,京投发展,3,地产链,0,4.46,False,0.0,False,False,False,False,4,3,1,2026-02-05|3板|地产链
2026-02-06,2026-02-09,002506,协鑫集成,3,光伏,3,74.98,False,9.61,True,True,False,True,3,3,1,2026-02-06|3板|光伏
2026-02-10,2026-02-11,002455,百川股份,3,化工,2,1.23,True,7.64,True,True,False,True,4,3,1,2026-02-10|3板|化工
2026-02-12,2026-02-13,002323,雅博股份,4,光伏,0,8.37,False,2.29,False,False,False,False,4,4,1,2026-02-12|4板|光伏
2026-02-12,2026-02-13,600589,大位科技,4,算力,11,3.45,True,10.03,True,False,True,False,4,4,1,2026-02-12|4板|算力
2026-02-12,2026-02-13,603533,掌阅科技,4,AI应用,1,4.03,True,5.94,True,True,False,True,4,4,2,2026-02-12|4板|AI应用
2026-02-24,2026-02-25,001896,豫能控股,4,算力,1,0.42,True,4.69,True,True,False,True,5,4,1,2026-02-24|4板|算力
2026-02-24,2026-02-25,605033,美邦股份,4,农业,0,0.94,True,9.99,True,False,True,False,5,4,1,2026-02-24|4板|农业
2026-03-02,2026-03-03,002356,赫美集团,2,化工,9,7.65,False,0.43,False,False,False,False,7,2,2,2026-03-02|2板|化工
2026-03-02,2026-03-03,600108,亚盛集团,2,有色金属,2,3.07,True,10.07,True,True,False,True,7,2,5,2026-03-02|2板|有色金属
2026-03-02,2026-03-03,002155,湖南黄金,2,黄金,5,107.3,False,-1.8,False,False,False,False,7,2,1,2026-03-02|2板|黄金
2026-03-02,2026-03-03,600259,中稀有色,2,稀土永磁,0,30.76,False,-3.17,False,False,False,False,7,2,1,2026-03-02|2板|稀土永磁
2026-03-02,2026-03-03,600452,涪陵电力,2,电力,1,12.15,False,-1.85,False,False,False,False,7,2,1,2026-03-02|2板|电力
2026-03-02,2026-03-03,600498,烽火通信,2,通信,5,19.84,False,3.0,False,False,False,False,7,2,1,2026-03-02|2板|通信
2026-03-02,2026-03-03,603318,水发燃气,2,天然气,2,6.88,False,9.98,True,True,False,True,7,2,1,2026-03-02|2板|天然气
2026-03-02,2026-03-03,603353,和顺石油,2,石油石化,24,9.38,False,3.58,True,True,False,True,7,2,1,2026-03-02|2板|石油石化
2026-03-02,2026-03-03,603629,利通电子,2,算力,1,27.9,False,-4.09,False,False,False,False,7,2,1,2026-03-02|2板|算力
2026-03-02,2026-03-03,603738,泰晶科技,2,元器件,1,17.07,False,1.0,False,False,False,False,7,2,1,2026-03-02|2板|元器件
2026-03-02,2026-03-03,603897,长城科技,2,智能电网,2,6.23,False,0.0,False,False,False,False,7,2,1,2026-03-02|2板|智能电网
2026-03-03,2026-03-04,600108,亚盛集团,3,有色金属,0,22.49,False,0.21,True,True,False,True,3,3,1,2026-03-03|3板|有色金属
2026-03-03,2026-03-04,603318,水发燃气,3,天然气,22,1.35,True,10.0,True,True,False,True,3,3,1,2026-03-03|3板|天然气
2026-03-03,2026-03-04,603353,和顺石油,3,石油石化,4,9.82,False,5.94,False,False,False,False,3,3,1,2026-03-03|3板|石油石化
2026-03-05,2026-03-06,000533,顺钠股份,2,智能电网,5,1.08,True,9.98,True,True,False,True,4,2,4,2026-03-05|2板|智能电网
2026-03-05,2026-03-06,600545,卓郎智能,2,人工智能,2,0.71,True,6.1,True,True,False,True,4,2,2,2026-03-05|2板|人工智能
2026-03-05,2026-03-06,605268,王力安防,2,地产链,0,0.47,True,10.02,True,True,False,True,4,2,1,2026-03-05|2板|地产链
2026-03-11,2026-03-12,000537,绿发电力,2,电力,1,12.49,False,9.16,True,True,False,True,5,2,2,2026-03-11|2板|电力
2026-03-11,2026-03-12,000839,国安股份,2,AI应用,1,23.19,False,4.52,False,False,False,False,5,2,1,2026-03-11|2板|AI应用
2026-03-11,2026-03-12,600108,亚盛集团,2,农业,1,23.83,False,1.98,False,False,False,False,5,2,1,2026-03-11|2板|农业
2026-03-11,2026-03-12,600172,黄河旋风,2,金刚石概念,0,28.66,False,0.99,False,False,False,False,5,2,1,2026-03-11|2板|金刚石概念
2026-03-11,2026-03-12,600769,祥龙电业,2,水务,0,5.91,False,0.0,False,False,False,False,5,2,1,2026-03-11|2板|水务
2026-03-11,2026-03-12,603421,鼎信通讯,2,智能电网,4,9.69,False,-3.36,False,False,False,False,5,2,1,2026-03-11|2板|智能电网
2026-03-11,2026-03-12,603803,瑞斯康达,2,通信,3,5.49,False,-3.22,True,False,True,False,5,2,1,2026-03-11|2板|通信
2026-03-12,2026-03-13,002445,中南文化,4,电力,5,0.48,True,10.05,True,True,False,True,4,4,1,2026-03-12|4板|电力
2026-03-16,2026-03-17,600227,赤天化,2,化工,2,20.9,False,-4.37,True,True,False,True,5,2,1,2026-03-16|2板|化工
2026-03-16,2026-03-17,600683,京投发展,2,地产链,0,2.31,False,9.96,True,True,False,True,5,2,1,2026-03-16|2板|地产链
2026-03-16,2026-03-17,603248,锡华科技,2,风电,1,11.8,False,-0.71,True,True,False,True,5,2,1,2026-03-16|2板|风电
2026-03-16,2026-03-17,603929,亚翔集成,2,芯片,7,14.1,False,4.45,True,True,False,True,5,2,1,2026-03-16|2板|芯片
2026-03-19,2026-03-20,000020,深华发Ａ,4,地产链,0,0.69,True,10.0,True,True,False,True,5,4,1,2026-03-19|4板|地产链
2026-03-19,2026-03-20,600396,华电辽能,4,风电,2,10.29,False,7.21,True,True,False,True,5,4,1,2026-03-19|4板|风电
2026-03-26,2026-03-27,000720,新能泰山,3,智能电网,3,1.06,True,8.38,True,True,False,True,8,3,1,2026-03-26|3板|智能电网
2026-03-26,2026-03-27,000722,湖南发展,3,电力,5,20.21,False,1.65,False,False,False,False,8,3,1,2026-03-26|3板|电力
2026-03-26,2026-03-27,002192,融捷股份,3,锂电池,4,28.4,False,3.42,True,True,False,True,8,3,1,2026-03-26|3板|锂电池
2026-03-26,2026-03-27,603538,美诺华,3,医药,4,10.14,False,6.51,True,True,False,True,8,3,1,2026-03-26|3板|医药
2026-03-31,2026-04-01,000008,神州高铁,2,轨道交通,4,5.24,False,10.09,True,False,True,False,5,2,1,2026-03-31|2板|轨道交通
2026-03-31,2026-04-01,000592,平潭发展,2,海峡两岸,2,55.7,False,-0.47,False,False,False,False,5,2,1,2026-03-31|2板|海峡两岸
2026-03-31,2026-04-01,002634,棒杰股份,2,光伏,1,3.12,False,-1.01,False,False,False,False,5,2,1,2026-03-31|2板|光伏
2026-03-31,2026-04-01,301008,宏昌科技,2,两轮车,3,11.59,False,16.67,False,False,False,False,5,2,1,2026-03-31|2板|两轮车
2026-04-01,2026-04-02,002560,通达股份,2,年报增长,2,9.81,False,9.44,True,True,False,True,4,2,1,2026-04-01|2板|年报增长
2026-04-01,2026-04-02,002821,凯莱英,2,医药,10,22.37,False,1.8,False,False,False,False,4,2,1,2026-04-01|2板|医药
2026-04-01,2026-04-02,605162,新中港,2,电力,0,6.64,False,4.93,True,True,False,True,4,2,1,2026-04-01|2板|电力
2026-04-08,2026-04-09,000586,汇源通信,4,通信,18,0.87,True,9.46,True,True,False,True,7,4,1,2026-04-08|4板|通信
2026-04-10,2026-04-13,000889,中嘉博创,3,算力,4,7.76,False,-1.61,False,False,False,False,5,3,1,2026-04-10|3板|算力
2026-04-20,2026-04-21,600156,华升股份,3,算力,4,3.57,False,10.01,True,False,True,False,7,3,1,2026-04-20|3板|算力
2026-04-20,2026-04-21,600961,株冶集团,3,一季报增长,4,1.24,True,10.0,True,True,False,True,7,3,1,2026-04-20|3板|一季报增长
2026-04-20,2026-04-21,603052,可川科技,3,通信,6,17.26,False,0.36,False,False,False,False,7,3,1,2026-04-20|3板|通信
2026-04-20,2026-04-21,603268,松发股份,3,ST摘帽,1,17.45,False,2.74,False,False,False,False,7,3,1,2026-04-20|3板|ST摘帽
2026-04-21,2026-04-22,600961,株冶集团,4,一季报增长,1,3.17,True,3.89,True,False,True,False,6,4,1,2026-04-21|4板|一季报增长
2026-04-22,2026-04-23,002081,金螳螂,4,商业航天,0,3.03,True,10.19,True,True,False,True,4,4,1,2026-04-22|4板|商业航天
2026-04-22,2026-04-23,003018,金富科技,4,算力,4,10.36,False,5.36,True,False,True,False,4,4,1,2026-04-22|4板|算力
2026-04-24,2026-04-27,603318,水发燃气,3,燃气轮机,0,1.84,True,7.46,True,True,False,True,5,3,1,2026-04-24|3板|燃气轮机
2026-04-29,2026-04-30,001266,宏英智能,2,一季报增长,34,1.19,True,6.07,True,False,True,False,5,2,2,2026-04-29|2板|一季报增长
2026-04-29,2026-04-30,600379,宝光股份,2,芯片,2,9.87,False,8.2,True,True,False,True,5,2,3,2026-04-29|2板|芯片
2026-04-29,2026-04-30,603629,利通电子,2,算力,4,18.83,False,8.4,True,True,False,False,5,2,3,2026-04-29|2板|算力
2026-04-29,2026-04-30,603399,永杉锂业,2,锂电池,16,10.38,False,9.98,True,True,False,True,5,2,1,2026-04-29|2板|锂电池
2026-05-06,2026-05-07,002081,金螳螂,4,商业航天,2,17.21,False,7.39,True,True,False,True,4,4,1,2026-05-06|4板|商业航天
2026-05-06,2026-05-07,600379,宝光股份,4,芯片,17,4.92,False,10.02,True,False,True,False,4,4,1,2026-05-06|4板|芯片
2026-05-06,2026-05-07,603399,永杉锂业,4,锂电池,3,1.63,True,9.47,True,False,True,False,4,4,1,2026-05-06|4板|锂电池
2026-05-08,2026-05-11,603045,福达合金,4,算力,6,1.04,True,9.99,True,True,False,True,5,4,1,2026-05-08|4板|算力
2026-05-12,2026-05-13,002918,蒙娜丽莎,3,芯片,9,0.56,True,1.79,True,True,False,True,5,3,1,2026-05-12|3板|芯片
2026-05-12,2026-05-13,600530,交大昂立,3,保健品,0,4.39,False,7.91,True,True,False,True,5,3,1,2026-05-12|3板|保健品
2026-05-14,2026-05-15,002208,合肥城建,3,芯片,10,18.88,False,-0.96,True,False,True,False,6,3,1,2026-05-14|3板|芯片
2026-05-14,2026-05-15,603007,花王股份,3,通信,4,2.68,True,-1.73,False,False,False,False,6,3,1,2026-05-14|3板|通信
2026-05-18,2026-05-19,600578,京能电力,4,电力,4,18.38,False,0.0,True,False,True,False,6,4,1,2026-05-18|4板|电力
2026-05-19,2026-05-20,603082,北自科技,4,机器人概念,13,2.64,True,-10.0,False,False,False,False,4,4,1,2026-05-19|4板|机器人概念
2026-05-20,2026-05-21,002782,可立克,2,智能电网,0,12.76,False,0.03,False,False,False,False,4,2,1,2026-05-20|2板|智能电网
2026-05-20,2026-05-21,003004,声迅股份,2,ST摘帽,1,2.1,False,4.45,True,True,False,False,4,2,1,2026-05-20|2板|ST摘帽
2026-05-20,2026-05-21,600563,法拉电子,2,元器件,0,12.4,False,3.47,False,False,False,False,4,2,1,2026-05-20|2板|元器件
2026-05-20,2026-05-21,605288,凯迪股份,2,机器人概念,4,4.81,False,-4.0,True,False,True,False,4,2,1,2026-05-20|2板|机器人概念
2026-05-21,2026-05-22,000518,四环生物,2,ST摘帽,1,6.65,False,8.53,True,True,False,True,4,2,1,2026-05-21|2板|ST摘帽
2026-05-21,2026-05-22,002442,龙星科技,2,化工,0,9.88,False,1.63,True,True,False,True,4,2,1,2026-05-21|2板|化工
2026-05-21,2026-05-22,600611,大众交通,2,芯片,3,8.32,False,10.05,True,True,False,True,4,2,1,2026-05-21|2板|芯片
2026-05-22,2026-05-25,000518,四环生物,3,ST摘帽,0,7.05,False,-6.3,True,True,False,True,4,3,1,2026-05-22|3板|ST摘帽
2026-05-22,2026-05-25,002442,龙星科技,3,化工,4,7.17,False,5.92,True,False,True,False,4,3,1,2026-05-22|3板|化工
2026-05-22,2026-05-25,600611,大众交通,3,芯片,11,3.58,True,7.5,False,False,False,False,4,3,1,2026-05-22|3板|芯片
2026-05-26,2026-05-27,000509,华塑控股,2,新型工业化,0,3.73,False,0.0,True,True,False,True,4,2,1,2026-05-26|2板|新型工业化
2026-05-26,2026-05-27,600520,三佳科技,2,芯片,2,2.99,False,8.61,False,False,False,False,4,2,3,2026-05-26|2板|芯片
2026-05-26,2026-05-27,002388,新亚制程,2,华为概念,0,0.79,True,3.42,False,False,False,False,4,2,1,2026-05-26|2板|华为概念
2026-05-26,2026-05-27,003036,泰坦股份,2,通信,3,11.04,False,-2.37,False,False,False,False,4,2,1,2026-05-26|2板|通信
2026-05-26,2026-05-27,600162,香江控股,2,地产链,0,0.62,True,6.19,True,True,False,True,4,2,1,2026-05-26|2板|地产链
2026-05-26,2026-05-27,600726,华电能源,2,电力,3,15.19,False,3.29,True,True,False,True,4,2,1,2026-05-26|2板|电力
2026-05-27,2026-05-28,002251,步步高,2,零售,0,12.27,False,-0.88,False,False,False,False,3,2,2,2026-05-27|2板|零售
2026-05-27,2026-05-28,001257,盛龙股份,2,有色金属,0,11.15,False,0.04,False,False,False,False,3,2,1,2026-05-27|2板|有色金属
2026-05-27,2026-05-28,002579,中京电子,2,通信,2,16.91,False,1.87,True,True,False,True,3,2,1,2026-05-27|2板|通信
2026-05-27,2026-05-28,002771,真视通,2,算力,2,5.69,False,2.3,False,False,False,False,3,2,1,2026-05-27|2板|算力
2026-06-01,2026-06-02,000767,晋控电力,2,电力,1,41.03,False,0.16,False,False,False,False,5,2,2,2026-06-01|2板|电力
2026-06-01,2026-06-02,002081,金螳螂,2,地产链,2,41.36,False,3.31,True,False,True,False,5,2,1,2026-06-01|2板|地产链
2026-06-01,2026-06-02,600280,中央商场,2,零售,0,2.93,False,-2.84,True,True,False,True,5,2,1,2026-06-01|2板|零售
2026-06-01,2026-06-02,603890,春秋电子,2,AI PC,7,1.18,True,10.0,True,True,False,True,5,2,1,2026-06-01|2板|AI PC
2026-06-02,2026-06-03,600280,中央商场,3,零售,0,5.52,False,-3.1,False,False,False,False,4,3,1,2026-06-02|3板|零售
2026-06-02,2026-06-03,603890,春秋电子,3,AI PC,0,1.15,True,5.23,False,False,False,False,4,3,1,2026-06-02|3板|AI PC
2026-06-03,2026-06-04,600403,大有能源,3,煤炭,0,6.36,False,9.96,True,True,False,True,3,3,2,2026-06-03|3板|煤炭
2026-06-03,2026-06-04,600367,红星发展,3,元器件,1,5.52,False,5.9,True,True,False,True,3,3,1,2026-06-03|3板|元器件
2026-06-03,2026-06-04,603330,天洋新材,3,通信,5,1.01,True,0.0,True,True,False,True,3,3,1,2026-06-03|3板|通信
2026-06-09,2026-06-10,001696,宗申动力,2,低空经济,1,11.9,False,2.65,True,False,True,False,6,2,1,2026-06-09|2板|低空经济
2026-06-09,2026-06-10,002636,金安国纪,2,通信,27,10.06,False,7.99,True,True,False,True,6,2,2,2026-06-09|2板|通信
2026-06-09,2026-06-10,002747,埃斯顿,2,机器人概念,6,27.77,False,5.68,False,False,False,False,6,2,1,2026-06-09|2板|机器人概念
2026-06-09,2026-06-10,603929,亚翔集成,2,芯片,26,6.72,False,-0.39,True,False,True,False,6,2,1,2026-06-09|2板|芯片
2026-06-11,2026-06-12,603065,XD宿迁联,3,芯片,19,1.59,True,10.03,True,True,False,True,4,3,2,2026-06-11|3板|芯片
2026-06-11,2026-06-12,600500,中化国际,3,通信,6,2.8,True,9.57,True,True,False,False,4,3,1,2026-06-11|3板|通信
2026-06-15,2026-06-16,000506,招金黄金,2,黄金,0,9.1,False,0.07,False,False,False,False,4,2,1,2026-06-15|2板|黄金
2026-06-15,2026-06-16,001359,平安电工,2,化工,4,6.53,False,3.69,False,False,False,False,4,2,1,2026-06-15|2板|化工
2026-06-15,2026-06-16,301176,逸豪新材,2,通信,37,4.3,False,15.44,True,True,False,True,4,2,2,2026-06-15|2板|通信
2026-06-15,2026-06-16,605198,安德利,2,食品饮料,0,4.71,False,10.0,True,True,False,True,4,2,1,2026-06-15|2板|食品饮料
2026-06-17,2026-06-18,000777,中核科技,3,中字头,2,17.02,False,-6.48,False,False,False,False,4,3,1,2026-06-17|3板|中字头
2026-06-17,2026-06-18,600353,旭光电子,3,通信,14,11.13,False,8.67,True,True,False,True,4,3,4,2026-06-17|3板|通信
2026-06-17,2026-06-18,601636,旗滨集团,3,芯片,17,5.64,True,-0.92,False,False,False,False,4,3,1,2026-06-17|3板|芯片
2026-06-17,2026-06-18,603115,海星股份,3,电阻电容,2,5.31,False,5.05,False,False,False,False,4,3,1,2026-06-17|3板|电阻电容
2026-06-23,2026-06-24,002068,黑猫股份,3,元器件,1,14.44,False,-2.69,False,False,False,False,5,3,1,2026-06-23|3板|元器件
2026-06-23,2026-06-24,002167,东方锆业,3,非金属材料,2,19.13,True,0.46,True,True,False,True,5,3,2,2026-06-23|3板|非金属材料
2026-06-23,2026-06-24,002674,兴业科技,3,芯片,9,0.19,True,10.02,True,True,False,True,5,3,1,2026-06-23|3板|芯片
